*****Date and Time*************Function/Product**********Trans. Amt/Bal*********Ending Balance*****

10/13/2019 6:32:26 AM  ||      FEED MONEY             ||      $13.00     ||          $13.00
10/13/2019 6:32:26 AM  ||      FEED MONEY             ||      $27.00     ||          $27.00
10/13/2019 6:41:47 AM  ||      FEED MONEY             ||      $5.00      ||          $5.00
10/13/2019 6:41:47 AM  ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 6:41:47 AM  ||      FEED MONEY             ||      $13.00     ||          $13.00
10/13/2019 6:41:47 AM  ||      FEED MONEY             ||      $27.00     ||          $27.00
10/13/2019 6:41:47 AM  ||      FEED MONEY             ||      $20.00     ||          $20.00
10/13/2019 8:22:43 AM  ||      Potato Flippy Doodles  ||      $8.05      ||          $5.00
10/13/2019 8:27:59 AM  ||      Potato Flippy Doodles  ||      $8.05      ||          $5.00
10/13/2019 9:05:37 AM  ||      FEED MONEY             ||      $5.00      ||          $5.00
10/13/2019 9:05:37 AM  ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 9:05:37 AM  ||      FEED MONEY             ||      $13.00     ||          $13.00
10/13/2019 9:05:37 AM  ||      FEED MONEY             ||      $27.00     ||          $27.00
10/13/2019 9:05:37 AM  ||      FEED MONEY             ||      $20.00     ||          $20.00
10/13/2019 9:05:37 AM  ||      Potato Flippy Doodles  ||      $8.05      ||          $5.00
10/13/2019 9:20:37 AM  ||      GIVE CHANGE            ||      $2.00      ||          $0.00
10/13/2019 9:52:31 AM  ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 9:52:37 AM  ||      GIVE CHANGE            ||      $10.00     ||          $0.00
10/13/2019 9:58:54 AM  ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 10:00:28 AM ||      FEED MONEY             ||      $10.00     ||          $20.00
10/13/2019 10:02:34 AM ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 10:02:51 AM ||      FEED MONEY             ||      $0.00      ||          $10.00
10/13/2019 10:05:54 AM ||      FEED MONEY             ||      $0.00      ||          $0.00
10/13/2019 10:11:00 AM ||      GIVE CHANGE            ||      $0.00      ||          $0.00
10/13/2019 10:13:10 AM ||      GIVE CHANGE            ||      $2.00      ||          $0.00
10/13/2019 10:17:10 AM ||      FEED MONEY             ||      $5.00      ||          $5.00
10/13/2019 10:17:10 AM ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 10:17:10 AM ||      FEED MONEY             ||      $13.00     ||          $13.00
10/13/2019 10:17:10 AM ||      FEED MONEY             ||      $27.00     ||          $27.00
10/13/2019 10:17:10 AM ||      FEED MONEY             ||      $20.00     ||          $20.00
10/13/2019 10:17:10 AM ||      FEED MONEY             ||      $0.00      ||          $0.00
10/13/2019 10:17:10 AM ||      Potato Flippy Doodles  ||      $8.05      ||          $5.00
10/13/2019 10:17:10 AM ||      GIVE CHANGE            ||      $0.20      ||          $0.00
10/13/2019 10:17:10 AM ||      GIVE CHANGE            ||      $2.40      ||          $0.00
10/13/2019 10:17:10 AM ||      GIVE CHANGE            ||      $0.05      ||          $0.00
10/13/2019 10:17:10 AM ||      GIVE CHANGE            ||      $2.00      ||          $0.00
10/13/2019 10:21:35 AM ||      FEED MONEY             ||      $20.00     ||          $20.00
10/13/2019 10:21:40 AM ||      GIVE CHANGE            ||      $20.00     ||          $0.00
10/13/2019 10:21:59 AM ||      FEED MONEY             ||      $12.00     ||          $12.00
10/13/2019 10:22:03 AM ||      GIVE CHANGE            ||      $12.00     ||          $0.00
10/13/2019 10:23:32 AM ||      FEED MONEY             ||      $12.00     ||          $12.00
10/13/2019 10:23:36 AM ||      Chiclets               ||      $12.00     ||          $11.25
10/13/2019 10:23:42 AM ||      Cloud Popcorn          ||      $11.25     ||          $7.60
10/13/2019 10:23:52 AM ||      Slap Yo' Mama!         ||      $7.60      ||          $6.15
10/13/2019 10:24:19 AM ||      Cloud Popcorn          ||      $6.15      ||          $2.50
10/13/2019 10:29:10 AM ||      FEED MONEY             ||      $12.00     ||          $12.00
10/13/2019 10:29:13 AM ||      Grain Waves            ||      $12.00     ||          $9.25
10/13/2019 10:36:43 AM ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 10:36:47 AM ||      Slap Yo' Mama!         ||      $10.00     ||          $8.55
10/13/2019 10:36:58 AM ||      Triplemint             ||      $8.55      ||          $7.80
10/13/2019 10:37:01 AM ||      Triplemint             ||      $7.80      ||          $7.05
10/13/2019 10:37:07 AM ||      Triplemint             ||      $7.05      ||          $6.30
10/13/2019 10:37:12 AM ||      Triplemint             ||      $6.30      ||          $5.55
10/13/2019 10:37:15 AM ||      Triplemint             ||      $5.55      ||          $4.80
10/13/2019 10:40:42 AM ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 10:40:49 AM ||      Triplemint             ||      $10.00     ||          $9.25
10/13/2019 10:40:53 AM ||      Triplemint             ||      $9.25      ||          $8.50
10/13/2019 10:40:57 AM ||      Triplemint             ||      $8.50      ||          $7.75
10/13/2019 10:41:00 AM ||      Triplemint             ||      $7.75      ||          $7.00
10/13/2019 10:41:04 AM ||      Triplemint             ||      $7.00      ||          $6.25
10/13/2019 10:42:15 AM ||      FEED MONEY             ||      $20.00     ||          $20.00
10/13/2019 10:42:21 AM ||      Triplemint             ||      $20.00     ||          $19.25
10/13/2019 10:42:25 AM ||      Triplemint             ||      $19.25     ||          $18.50
10/13/2019 10:42:28 AM ||      Triplemint             ||      $18.50     ||          $17.75
10/13/2019 10:42:31 AM ||      Triplemint             ||      $17.75     ||          $17.00
10/13/2019 10:42:34 AM ||      Triplemint             ||      $17.00     ||          $16.25
10/13/2019 10:45:57 AM ||      FEED MONEY             ||      $12.00     ||          $12.00
10/13/2019 10:46:03 AM ||      Slap Yo' Mama!         ||      $12.00     ||          $10.55
10/13/2019 10:48:56 AM ||      FEED MONEY             ||      $10.00     ||          $10.00
10/13/2019 10:48:59 AM ||      Triplemint             ||      $10.00     ||          $9.25
10/13/2019 10:50:09 AM ||      FEED MONEY             ||      $12.00     ||          $12.00
10/13/2019 10:50:14 AM ||      Triplemint             ||      $12.00     ||          $11.25
10/13/2019 10:50:29 AM ||      Triplemint             ||      $11.25     ||          $10.50
10/13/2019 10:50:33 AM ||      Triplemint             ||      $10.50     ||          $9.75
10/13/2019 10:50:37 AM ||      Triplemint             ||      $9.75      ||          $9.00
10/13/2019 10:50:42 AM ||      Triplemint             ||      $9.00      ||          $8.25
10/13/2019 10:51:06 AM ||      GIVE CHANGE            ||      $8.25      ||          $0.00
10/13/2019 10:51:12 AM ||      GIVE CHANGE            ||      $0.00      ||          $0.00
10/13/2019 10:53:45 AM ||      FEED MONEY             ||      $12.00     ||          $12.00
10/13/2019 10:53:48 AM ||      GIVE CHANGE            ||      $12.00     ||          $0.00
10/13/2019 10:53:55 AM ||      GIVE CHANGE            ||      $0.00      ||          $0.00
10/13/2019 10:56:04 AM ||      FEED MONEY             ||      $12.00     ||          $12.00
10/13/2019 10:56:07 AM ||      GIVE CHANGE            ||      $12.00     ||          $0.00
10/13/2019 10:56:12 AM ||      GIVE CHANGE            ||      $0.00      ||          $0.00
10/13/2019 12:31:37 PM ||      GIVE CHANGE            ||      $0.00      ||          $0.00
